CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
ES0031500202734001QW0F;27/03/2023;2;0,316;;;R
ES0031500202734001QW0F;27/03/2023;3;0,179;;;R
ES0031500202734001QW0F;27/03/2023;4;0,153;;;R
ES0031500202734001QW0F;27/03/2023;5;0,143;;;R
ES0031500202734001QW0F;27/03/2023;6;0,135;;;R
ES0031500202734001QW0F;27/03/2023;7;0,136;;;R
ES0031500202734001QW0F;27/03/2023;8;0,395;;;R
ES0031500202734001QW0F;27/03/2023;9;0,143;;;R
ES0031500202734001QW0F;27/03/2023;10;0,232;;;R
ES0031500202734001QW0F;27/03/2023;11;0,151;;;R
ES0031500202734001QW0F;27/03/2023;12;0,127;;;R
ES0031500202734001QW0F;27/03/2023;13;0,125;;;R
ES0031500202734001QW0F;27/03/2023;14;0,129;;;R
ES0031500202734001QW0F;27/03/2023;15;0,189;;;R
ES0031500202734001QW0F;27/03/2023;16;0,32;;;R
ES0031500202734001QW0F;27/03/2023;17;0,29;;;R
ES0031500202734001QW0F;27/03/2023;18;0,188;;;R
ES0031500202734001QW0F;27/03/2023;19;0,273;;;R
ES0031500202734001QW0F;27/03/2023;20;0,311;;;R
ES0031500202734001QW0F;27/03/2023;21;0,264;;;R
ES0031500202734001QW0F;27/03/2023;22;0,443;;;R
ES0031500202734001QW0F;27/03/2023;23;1,086;;;R
ES0031500202734001QW0F;27/03/2023;24;1,972;;;R
ES0031500202734001QW0F;28/03/2023;1;0,285;;;R
ES0031500202734001QW0F;28/03/2023;2;0,541;;;R
ES0031500202734001QW0F;28/03/2023;3;0,275;;;R
ES0031500202734001QW0F;28/03/2023;4;0,429;;;R
ES0031500202734001QW0F;28/03/2023;5;0,138;;;R
ES0031500202734001QW0F;28/03/2023;6;0,135;;;R
ES0031500202734001QW0F;28/03/2023;7;0,248;;;R
ES0031500202734001QW0F;28/03/2023;8;0,476;;;R
ES0031500202734001QW0F;28/03/2023;9;0,16;;;R
ES0031500202734001QW0F;28/03/2023;10;0,222;;;R
ES0031500202734001QW0F;28/03/2023;11;0,218;;;R
ES0031500202734001QW0F;28/03/2023;12;0,203;;;R
ES0031500202734001QW0F;28/03/2023;13;0,215;;;R
ES0031500202734001QW0F;28/03/2023;14;0,199;;;R
ES0031500202734001QW0F;28/03/2023;15;0,366;;;R
ES0031500202734001QW0F;28/03/2023;16;0,131;;;R
ES0031500202734001QW0F;28/03/2023;17;0,484;;;R
ES0031500202734001QW0F;28/03/2023;18;0,292;;;R
ES0031500202734001QW0F;28/03/2023;19;0,223;;;R
ES0031500202734001QW0F;28/03/2023;20;0,315;;;R
ES0031500202734001QW0F;28/03/2023;21;1,761;;;R
ES0031500202734001QW0F;28/03/2023;22;0,292;;;R
ES0031500202734001QW0F;28/03/2023;23;0,714;;;R
ES0031500202734001QW0F;28/03/2023;24;0,376;;;R
ES0031500202734001QW0F;29/03/2023;1;0,324;;;R
ES0031500202734001QW0F;29/03/2023;2;0,968;;;R
ES0031500202734001QW0F;29/03/2023;3;0,216;;;R
ES0031500202734001QW0F;29/03/2023;4;0,377;;;R
ES0031500202734001QW0F;29/03/2023;5;0,141;;;R
ES0031500202734001QW0F;29/03/2023;6;0,133;;;R
ES0031500202734001QW0F;29/03/2023;7;0,134;;;R
ES0031500202734001QW0F;29/03/2023;8;0,548;;;R
ES0031500202734001QW0F;29/03/2023;9;0,129;;;R
ES0031500202734001QW0F;29/03/2023;10;0,134;;;R
ES0031500202734001QW0F;29/03/2023;11;0,191;;;R
ES0031500202734001QW0F;29/03/2023;12;0,19;;;R
ES0031500202734001QW0F;29/03/2023;13;0,208;;;R
ES0031500202734001QW0F;29/03/2023;14;0,731;;;R
ES0031500202734001QW0F;29/03/2023;15;1,351;;;R
ES0031500202734001QW0F;29/03/2023;16;0,476;;;R
ES0031500202734001QW0F;29/03/2023;17;0,683;;;R
ES0031500202734001QW0F;29/03/2023;18;0,65;;;R
ES0031500202734001QW0F;29/03/2023;19;0,531;;;R
ES0031500202734001QW0F;29/03/2023;20;0,307;;;R
ES0031500202734001QW0F;29/03/2023;21;0,291;;;R
ES0031500202734001QW0F;29/03/2023;22;1,19;;;R
ES0031500202734001QW0F;29/03/2023;23;0,439;;;R
ES0031500202734001QW0F;29/03/2023;24;0,419;;;R
ES0031500202734001QW0F;30/03/2023;1;0,93;;;R
ES0031500202734001QW0F;30/03/2023;2;1,761;;;R
ES0031500202734001QW0F;30/03/2023;3;0,184;;;R
ES0031500202734001QW0F;30/03/2023;4;0,174;;;R
ES0031500202734001QW0F;30/03/2023;5;0,146;;;R
ES0031500202734001QW0F;30/03/2023;6;0,148;;;R
ES0031500202734001QW0F;30/03/2023;7;0,157;;;R
ES0031500202734001QW0F;30/03/2023;8;0,39;;;R
ES0031500202734001QW0F;30/03/2023;9;0,158;;;R
ES0031500202734001QW0F;30/03/2023;10;0,201;;;R
ES0031500202734001QW0F;30/03/2023;11;0,21;;;R
ES0031500202734001QW0F;30/03/2023;12;0,159;;;R
ES0031500202734001QW0F;30/03/2023;13;0,22;;;R
ES0031500202734001QW0F;30/03/2023;14;0,208;;;R
ES0031500202734001QW0F;30/03/2023;15;0,218;;;R
ES0031500202734001QW0F;30/03/2023;16;0,418;;;R
ES0031500202734001QW0F;30/03/2023;17;1,401;;;R
ES0031500202734001QW0F;30/03/2023;18;0,399;;;R
ES0031500202734001QW0F;30/03/2023;19;0,541;;;R
ES0031500202734001QW0F;30/03/2023;20;0,297;;;R
ES0031500202734001QW0F;30/03/2023;21;0,32;;;R
ES0031500202734001QW0F;30/03/2023;22;0,453;;;R
ES0031500202734001QW0F;30/03/2023;23;0,752;;;R
ES0031500202734001QW0F;30/03/2023;24;1,805;;;R
ES0031500202734001QW0F;31/03/2023;1;0,289;;;R
ES0031500202734001QW0F;31/03/2023;2;0,203;;;R
ES0031500202734001QW0F;31/03/2023;3;0,121;;;R
ES0031500202734001QW0F;31/03/2023;4;0,114;;;R
ES0031500202734001QW0F;31/03/2023;5;0,108;;;R
ES0031500202734001QW0F;31/03/2023;6;0,133;;;R
ES0031500202734001QW0F;31/03/2023;7;0,127;;;R
ES0031500202734001QW0F;31/03/2023;8;0,469;;;R
ES0031500202734001QW0F;31/03/2023;9;0,135;;;R
ES0031500202734001QW0F;31/03/2023;10;0,178;;;R
ES0031500202734001QW0F;31/03/2023;11;0,135;;;R
ES0031500202734001QW0F;31/03/2023;12;0,127;;;R
ES0031500202734001QW0F;31/03/2023;13;0,119;;;R
ES0031500202734001QW0F;31/03/2023;14;0,206;;;R
ES0031500202734001QW0F;31/03/2023;15;0,12;;;R
ES0031500202734001QW0F;31/03/2023;16;0,129;;;R
ES0031500202734001QW0F;31/03/2023;17;0,124;;;R
ES0031500202734001QW0F;31/03/2023;18;0,142;;;R
ES0031500202734001QW0F;31/03/2023;19;0,13;;;R
ES0031500202734001QW0F;31/03/2023;20;0,181;;;R
ES0031500202734001QW0F;31/03/2023;21;0,291;;;R
ES0031500202734001QW0F;31/03/2023;22;0,386;;;R
ES0031500202734001QW0F;31/03/2023;23;0,3;;;R
ES0031500202734001QW0F;31/03/2023;24;0,312;;;R
ES0031500202734001QW0F;01/04/2023;1;0,253;;;R
ES0031500202734001QW0F;01/04/2023;2;0,148;;;R
ES0031500202734001QW0F;01/04/2023;3;0,136;;;R
ES0031500202734001QW0F;01/04/2023;4;0,137;;;R
ES0031500202734001QW0F;01/04/2023;5;0,14;;;R
ES0031500202734001QW0F;01/04/2023;6;0,141;;;R
ES0031500202734001QW0F;01/04/2023;7;0,127;;;R
ES0031500202734001QW0F;01/04/2023;8;0,231;;;R
ES0031500202734001QW0F;01/04/2023;9;0,128;;;R
ES0031500202734001QW0F;01/04/2023;10;0,195;;;R
ES0031500202734001QW0F;01/04/2023;11;0,335;;;R
ES0031500202734001QW0F;01/04/2023;12;0,137;;;R
ES0031500202734001QW0F;01/04/2023;13;0,145;;;R
ES0031500202734001QW0F;01/04/2023;14;0,203;;;R
ES0031500202734001QW0F;01/04/2023;15;0,208;;;R
ES0031500202734001QW0F;01/04/2023;16;1,198;;;R
ES0031500202734001QW0F;01/04/2023;17;0,912;;;R
ES0031500202734001QW0F;01/04/2023;18;0,698;;;R
ES0031500202734001QW0F;01/04/2023;19;0,535;;;R
ES0031500202734001QW0F;01/04/2023;20;1,295;;;R
ES0031500202734001QW0F;01/04/2023;21;0,152;;;R
ES0031500202734001QW0F;01/04/2023;22;0,493;;;R
ES0031500202734001QW0F;01/04/2023;23;1,206;;;R
ES0031500202734001QW0F;01/04/2023;24;0,698;;;R
ES0031500202734001QW0F;02/04/2023;1;0,213;;;R
ES0031500202734001QW0F;02/04/2023;2;0,168;;;R
ES0031500202734001QW0F;02/04/2023;3;0,148;;;R
ES0031500202734001QW0F;02/04/2023;4;0,144;;;R
ES0031500202734001QW0F;02/04/2023;5;0,138;;;R
ES0031500202734001QW0F;02/04/2023;6;0,138;;;R
ES0031500202734001QW0F;02/04/2023;7;0,136;;;R
ES0031500202734001QW0F;02/04/2023;8;0,144;;;R
ES0031500202734001QW0F;02/04/2023;9;0,137;;;R
ES0031500202734001QW0F;02/04/2023;10;0,21;;;R
ES0031500202734001QW0F;02/04/2023;11;0,262;;;R
ES0031500202734001QW0F;02/04/2023;12;0,305;;;R
ES0031500202734001QW0F;02/04/2023;13;0,134;;;R
ES0031500202734001QW0F;02/04/2023;14;0,14;;;R
ES0031500202734001QW0F;02/04/2023;15;0,311;;;R
ES0031500202734001QW0F;02/04/2023;16;0,318;;;R
ES0031500202734001QW0F;02/04/2023;17;1,101;;;R
ES0031500202734001QW0F;02/04/2023;18;0,2;;;R
ES0031500202734001QW0F;02/04/2023;19;0,569;;;R
ES0031500202734001QW0F;02/04/2023;20;1,297;;;R
ES0031500202734001QW0F;02/04/2023;21;1,49;;;R
ES0031500202734001QW0F;02/04/2023;22;0,495;;;R
ES0031500202734001QW0F;02/04/2023;23;0,483;;;R
ES0031500202734001QW0F;02/04/2023;24;0,698;;;R
ES0031500202734001QW0F;03/04/2023;1;0,232;;;R
ES0031500202734001QW0F;03/04/2023;2;0,465;;;R
ES0031500202734001QW0F;03/04/2023;3;0,83;;;R
ES0031500202734001QW0F;03/04/2023;4;0,179;;;R
ES0031500202734001QW0F;03/04/2023;5;0,132;;;R
ES0031500202734001QW0F;03/04/2023;6;0,127;;;R
ES0031500202734001QW0F;03/04/2023;7;0,137;;;R
ES0031500202734001QW0F;03/04/2023;8;0,156;;;R
ES0031500202734001QW0F;03/04/2023;9;0,136;;;R
ES0031500202734001QW0F;03/04/2023;10;0,124;;;R
ES0031500202734001QW0F;03/04/2023;11;0,197;;;R
ES0031500202734001QW0F;03/04/2023;12;0,208;;;R
ES0031500202734001QW0F;03/04/2023;13;0,208;;;R
ES0031500202734001QW0F;03/04/2023;14;0,165;;;R
ES0031500202734001QW0F;03/04/2023;15;0,516;;;R
ES0031500202734001QW0F;03/04/2023;16;0,822;;;R
ES0031500202734001QW0F;03/04/2023;17;0,612;;;R
ES0031500202734001QW0F;03/04/2023;18;0,148;;;R
ES0031500202734001QW0F;03/04/2023;19;0,134;;;R
ES0031500202734001QW0F;03/04/2023;20;0,506;;;R
ES0031500202734001QW0F;03/04/2023;21;0,785;;;R
ES0031500202734001QW0F;03/04/2023;22;0,701;;;R
ES0031500202734001QW0F;03/04/2023;23;0,487;;;R
ES0031500202734001QW0F;03/04/2023;24;0,768;;;R
ES0031500202734001QW0F;04/04/2023;1;0,761;;;R
ES0031500202734001QW0F;04/04/2023;2;0,199;;;R
ES0031500202734001QW0F;04/04/2023;3;0,137;;;R
ES0031500202734001QW0F;04/04/2023;4;0,141;;;R
ES0031500202734001QW0F;04/04/2023;5;0,139;;;R
ES0031500202734001QW0F;04/04/2023;6;0,136;;;R
ES0031500202734001QW0F;04/04/2023;7;0,129;;;R
ES0031500202734001QW0F;04/04/2023;8;0,314;;;R
ES0031500202734001QW0F;04/04/2023;9;0,228;;;R
ES0031500202734001QW0F;04/04/2023;10;0,145;;;R
ES0031500202734001QW0F;04/04/2023;11;0,131;;;R
ES0031500202734001QW0F;04/04/2023;12;0,129;;;R
ES0031500202734001QW0F;04/04/2023;13;0,122;;;R
ES0031500202734001QW0F;04/04/2023;14;0,13;;;R
ES0031500202734001QW0F;04/04/2023;15;0,131;;;R
ES0031500202734001QW0F;04/04/2023;16;0,349;;;R
ES0031500202734001QW0F;04/04/2023;17;0,193;;;R
ES0031500202734001QW0F;04/04/2023;18;0,134;;;R
ES0031500202734001QW0F;04/04/2023;19;0,436;;;R
ES0031500202734001QW0F;04/04/2023;20;0,449;;;R
ES0031500202734001QW0F;04/04/2023;21;0,976;;;R
ES0031500202734001QW0F;04/04/2023;22;0,905;;;R
ES0031500202734001QW0F;04/04/2023;23;0,495;;;R
ES0031500202734001QW0F;04/04/2023;24;0,68;;;R
ES0031500202734001QW0F;05/04/2023;1;0,201;;;E
ES0031500202734001QW0F;05/04/2023;2;0,156;;;R
ES0031500202734001QW0F;05/04/2023;3;0,128;;;R
ES0031500202734001QW0F;05/04/2023;4;0,136;;;R
ES0031500202734001QW0F;05/04/2023;5;0,134;;;R
ES0031500202734001QW0F;05/04/2023;6;0,122;;;R
ES0031500202734001QW0F;05/04/2023;7;0,132;;;R
ES0031500202734001QW0F;05/04/2023;8;0,143;;;R
ES0031500202734001QW0F;05/04/2023;9;0,218;;;R
ES0031500202734001QW0F;05/04/2023;10;0,237;;;R
ES0031500202734001QW0F;05/04/2023;11;0,289;;;R
ES0031500202734001QW0F;05/04/2023;12;0,124;;;R
ES0031500202734001QW0F;05/04/2023;13;0,139;;;R
ES0031500202734001QW0F;05/04/2023;14;0,134;;;R
ES0031500202734001QW0F;05/04/2023;15;0,987;;;R
ES0031500202734001QW0F;05/04/2023;16;0,228;;;R
ES0031500202734001QW0F;05/04/2023;17;0,232;;;R
ES0031500202734001QW0F;05/04/2023;18;0,237;;;R
ES0031500202734001QW0F;05/04/2023;19;0,207;;;R
ES0031500202734001QW0F;05/04/2023;20;0,362;;;R
ES0031500202734001QW0F;05/04/2023;21;0,471;;;R
ES0031500202734001QW0F;05/04/2023;22;0,949;;;R
ES0031500202734001QW0F;05/04/2023;23;1,534;;;R
ES0031500202734001QW0F;05/04/2023;24;1,803;;;R
ES0031500202734001QW0F;06/04/2023;1;0,468;;;R
ES0031500202734001QW0F;06/04/2023;2;0,144;;;R
ES0031500202734001QW0F;06/04/2023;3;0,137;;;R
ES0031500202734001QW0F;06/04/2023;4;0,137;;;R
ES0031500202734001QW0F;06/04/2023;5;0,249;;;R
ES0031500202734001QW0F;06/04/2023;6;0,689;;;R
ES0031500202734001QW0F;06/04/2023;7;0,136;;;R
ES0031500202734001QW0F;06/04/2023;8;0,162;;;R
ES0031500202734001QW0F;06/04/2023;9;0,128;;;R
ES0031500202734001QW0F;06/04/2023;10;0,133;;;R
ES0031500202734001QW0F;06/04/2023;11;0,604;;;R
ES0031500202734001QW0F;06/04/2023;12;0,146;;;R
ES0031500202734001QW0F;06/04/2023;13;0,136;;;R
ES0031500202734001QW0F;06/04/2023;14;0,126;;;R
ES0031500202734001QW0F;06/04/2023;15;0,131;;;R
ES0031500202734001QW0F;06/04/2023;16;0,132;;;R
ES0031500202734001QW0F;06/04/2023;17;0,123;;;R
ES0031500202734001QW0F;06/04/2023;18;0,128;;;R
ES0031500202734001QW0F;06/04/2023;19;0,171;;;R
ES0031500202734001QW0F;06/04/2023;20;0,577;;;R
ES0031500202734001QW0F;06/04/2023;21;0,333;;;R
ES0031500202734001QW0F;06/04/2023;22;0,34;;;R
ES0031500202734001QW0F;06/04/2023;23;0,335;;;R
ES0031500202734001QW0F;06/04/2023;24;0,281;;;R
ES0031500202734001QW0F;07/04/2023;1;0,282;;;R
ES0031500202734001QW0F;07/04/2023;2;0,164;;;R
ES0031500202734001QW0F;07/04/2023;3;0,151;;;R
ES0031500202734001QW0F;07/04/2023;4;0,139;;;R
ES0031500202734001QW0F;07/04/2023;5;0,138;;;R
ES0031500202734001QW0F;07/04/2023;6;0,127;;;R
ES0031500202734001QW0F;07/04/2023;7;0,133;;;R
ES0031500202734001QW0F;07/04/2023;8;0,135;;;R
ES0031500202734001QW0F;07/04/2023;9;0,126;;;R
ES0031500202734001QW0F;07/04/2023;10;0,163;;;R
ES0031500202734001QW0F;07/04/2023;11;0,17;;;R
ES0031500202734001QW0F;07/04/2023;12;0,137;;;R
ES0031500202734001QW0F;07/04/2023;13;0,134;;;R
ES0031500202734001QW0F;07/04/2023;14;0,122;;;R
ES0031500202734001QW0F;07/04/2023;15;0,924;;;R
ES0031500202734001QW0F;07/04/2023;16;0,331;;;R
ES0031500202734001QW0F;07/04/2023;17;0,455;;;R
ES0031500202734001QW0F;07/04/2023;18;0,389;;;R
ES0031500202734001QW0F;07/04/2023;19;0,461;;;R
ES0031500202734001QW0F;07/04/2023;20;0,203;;;R
ES0031500202734001QW0F;07/04/2023;21;0,352;;;R
ES0031500202734001QW0F;07/04/2023;22;0,284;;;R
ES0031500202734001QW0F;07/04/2023;23;0,277;;;R
ES0031500202734001QW0F;07/04/2023;24;0,267;;;R
ES0031500202734001QW0F;08/04/2023;1;0,174;;;R
ES0031500202734001QW0F;08/04/2023;2;0,717;;;R
ES0031500202734001QW0F;08/04/2023;3;0,148;;;R
ES0031500202734001QW0F;08/04/2023;4;0,147;;;R
ES0031500202734001QW0F;08/04/2023;5;0,137;;;R
ES0031500202734001QW0F;08/04/2023;6;0,123;;;R
ES0031500202734001QW0F;08/04/2023;7;0,132;;;R
ES0031500202734001QW0F;08/04/2023;8;0,131;;;R
ES0031500202734001QW0F;08/04/2023;9;0,158;;;R
ES0031500202734001QW0F;08/04/2023;10;0,142;;;R
ES0031500202734001QW0F;08/04/2023;11;0,132;;;R
ES0031500202734001QW0F;08/04/2023;12;1,095;;;R
ES0031500202734001QW0F;08/04/2023;13;0,623;;;R
ES0031500202734001QW0F;08/04/2023;14;0,986;;;R
ES0031500202734001QW0F;08/04/2023;15;1,885;;;R
ES0031500202734001QW0F;08/04/2023;16;0,553;;;R
ES0031500202734001QW0F;08/04/2023;17;1,883;;;R
ES0031500202734001QW0F;08/04/2023;18;0,209;;;R
ES0031500202734001QW0F;08/04/2023;19;0,173;;;R
ES0031500202734001QW0F;08/04/2023;20;0,295;;;R
ES0031500202734001QW0F;08/04/2023;21;0,324;;;R
ES0031500202734001QW0F;08/04/2023;22;1,975;;;R
ES0031500202734001QW0F;08/04/2023;23;2,099;;;R
ES0031500202734001QW0F;08/04/2023;24;0,505;;;R
ES0031500202734001QW0F;09/04/2023;1;0,627;;;R
ES0031500202734001QW0F;09/04/2023;2;0,47;;;R
ES0031500202734001QW0F;09/04/2023;3;0,168;;;R
ES0031500202734001QW0F;09/04/2023;4;0,154;;;R
ES0031500202734001QW0F;09/04/2023;5;0,155;;;R
ES0031500202734001QW0F;09/04/2023;6;0,964;;;R
ES0031500202734001QW0F;09/04/2023;7;1,122;;;R
ES0031500202734001QW0F;09/04/2023;8;0,737;;;R
ES0031500202734001QW0F;09/04/2023;9;0,309;;;R
ES0031500202734001QW0F;09/04/2023;10;0,681;;;R
ES0031500202734001QW0F;09/04/2023;11;1,126;;;R
ES0031500202734001QW0F;09/04/2023;12;0,688;;;R
ES0031500202734001QW0F;09/04/2023;13;0,856;;;R
ES0031500202734001QW0F;09/04/2023;14;0,419;;;R
ES0031500202734001QW0F;09/04/2023;15;1,466;;;R
ES0031500202734001QW0F;09/04/2023;16;0,128;;;R
ES0031500202734001QW0F;09/04/2023;17;0,125;;;R
ES0031500202734001QW0F;09/04/2023;18;0,128;;;R
ES0031500202734001QW0F;09/04/2023;19;0,122;;;R
ES0031500202734001QW0F;09/04/2023;20;0,129;;;R
ES0031500202734001QW0F;09/04/2023;21;0,127;;;R
ES0031500202734001QW0F;09/04/2023;22;0,121;;;R
ES0031500202734001QW0F;09/04/2023;23;0,128;;;R
ES0031500202734001QW0F;09/04/2023;24;0,135;;;R
ES0031500202734001QW0F;10/04/2023;1;0,138;;;R
ES0031500202734001QW0F;10/04/2023;2;0,124;;;R
ES0031500202734001QW0F;10/04/2023;3;0,128;;;R
ES0031500202734001QW0F;10/04/2023;4;0,129;;;R
ES0031500202734001QW0F;10/04/2023;5;0,127;;;R
ES0031500202734001QW0F;10/04/2023;6;0,119;;;R
ES0031500202734001QW0F;10/04/2023;7;0,128;;;R
ES0031500202734001QW0F;10/04/2023;8;0,127;;;R
ES0031500202734001QW0F;10/04/2023;9;0,13;;;R
ES0031500202734001QW0F;10/04/2023;10;0,184;;;R
ES0031500202734001QW0F;10/04/2023;11;0,142;;;R
ES0031500202734001QW0F;10/04/2023;12;0,133;;;R
ES0031500202734001QW0F;10/04/2023;13;0,128;;;R
ES0031500202734001QW0F;10/04/2023;14;0,109;;;R
ES0031500202734001QW0F;10/04/2023;15;0,12;;;R
ES0031500202734001QW0F;10/04/2023;16;0,128;;;R
ES0031500202734001QW0F;10/04/2023;17;0,12;;;R
ES0031500202734001QW0F;10/04/2023;18;0,11;;;R
ES0031500202734001QW0F;10/04/2023;19;0,129;;;R
ES0031500202734001QW0F;10/04/2023;20;0,123;;;R
ES0031500202734001QW0F;10/04/2023;21;0,132;;;R
ES0031500202734001QW0F;10/04/2023;22;0,126;;;R
ES0031500202734001QW0F;10/04/2023;23;0,126;;;R
ES0031500202734001QW0F;10/04/2023;24;0,128;;;R
ES0031500202734001QW0F;11/04/2023;1;0,127;;;R
ES0031500202734001QW0F;11/04/2023;2;0,128;;;R
ES0031500202734001QW0F;11/04/2023;3;0,119;;;R
ES0031500202734001QW0F;11/04/2023;4;0,129;;;R
ES0031500202734001QW0F;11/04/2023;5;0,127;;;R
ES0031500202734001QW0F;11/04/2023;6;0,119;;;R
ES0031500202734001QW0F;11/04/2023;7;0,127;;;R
ES0031500202734001QW0F;11/04/2023;8;0,128;;;R
ES0031500202734001QW0F;11/04/2023;9;0,127;;;R
ES0031500202734001QW0F;11/04/2023;10;0,12;;;R
ES0031500202734001QW0F;11/04/2023;11;0,13;;;R
ES0031500202734001QW0F;11/04/2023;12;0,132;;;R
ES0031500202734001QW0F;11/04/2023;13;0,126;;;R
ES0031500202734001QW0F;11/04/2023;14;0,117;;;R
ES0031500202734001QW0F;11/04/2023;15;0,12;;;R
ES0031500202734001QW0F;11/04/2023;16;0,123;;;R
ES0031500202734001QW0F;11/04/2023;17;0,123;;;R
ES0031500202734001QW0F;11/04/2023;18;0,109;;;R
ES0031500202734001QW0F;11/04/2023;19;0,124;;;R
ES0031500202734001QW0F;11/04/2023;20;0,121;;;R
ES0031500202734001QW0F;11/04/2023;21;0,128;;;R
ES0031500202734001QW0F;11/04/2023;22;0,119;;;R
ES0031500202734001QW0F;11/04/2023;23;0,128;;;R
ES0031500202734001QW0F;11/04/2023;24;0,128;;;R
ES0031500202734001QW0F;12/04/2023;1;0,128;;;R
ES0031500202734001QW0F;12/04/2023;2;0,117;;;R
ES0031500202734001QW0F;12/04/2023;3;0,129;;;R
ES0031500202734001QW0F;12/04/2023;4;0,134;;;R
ES0031500202734001QW0F;12/04/2023;5;0,131;;;R
ES0031500202734001QW0F;12/04/2023;6;0,122;;;R
ES0031500202734001QW0F;12/04/2023;7;0,129;;;R
ES0031500202734001QW0F;12/04/2023;8;0,128;;;R
ES0031500202734001QW0F;12/04/2023;9;0,128;;;R
ES0031500202734001QW0F;12/04/2023;10;0,118;;;R
ES0031500202734001QW0F;12/04/2023;11;0,127;;;R
ES0031500202734001QW0F;12/04/2023;12;0,118;;;R
ES0031500202734001QW0F;12/04/2023;13;0,121;;;R
ES0031500202734001QW0F;12/04/2023;14;0,115;;;R
ES0031500202734001QW0F;12/04/2023;15;0,12;;;R
ES0031500202734001QW0F;12/04/2023;16;0,127;;;R
ES0031500202734001QW0F;12/04/2023;17;0,114;;;R
ES0031500202734001QW0F;12/04/2023;18;0,113;;;R
ES0031500202734001QW0F;12/04/2023;19;0,127;;;R
ES0031500202734001QW0F;12/04/2023;20;0,119;;;R
ES0031500202734001QW0F;12/04/2023;21;0,123;;;R
ES0031500202734001QW0F;12/04/2023;22;0,122;;;R
ES0031500202734001QW0F;12/04/2023;23;0,131;;;R
ES0031500202734001QW0F;12/04/2023;24;0,132;;;R
ES0031500202734001QW0F;13/04/2023;1;0,131;;;R
ES0031500202734001QW0F;13/04/2023;2;0,118;;;R
ES0031500202734001QW0F;13/04/2023;3;0,129;;;R
ES0031500202734001QW0F;13/04/2023;4;0,129;;;R
ES0031500202734001QW0F;13/04/2023;5;0,126;;;R
ES0031500202734001QW0F;13/04/2023;6;0,119;;;R
ES0031500202734001QW0F;13/04/2023;7;0,128;;;R
ES0031500202734001QW0F;13/04/2023;8;0,131;;;R
ES0031500202734001QW0F;13/04/2023;9;0,123;;;R
ES0031500202734001QW0F;13/04/2023;10;0,156;;;R
ES0031500202734001QW0F;13/04/2023;11;0,171;;;R
ES0031500202734001QW0F;13/04/2023;12;0,13;;;R
ES0031500202734001QW0F;13/04/2023;13;0,129;;;R
ES0031500202734001QW0F;13/04/2023;14;0,117;;;R
ES0031500202734001QW0F;13/04/2023;15;0,128;;;R
ES0031500202734001QW0F;13/04/2023;16;0,128;;;R
ES0031500202734001QW0F;13/04/2023;17;0,128;;;R
ES0031500202734001QW0F;13/04/2023;18;0,123;;;R
ES0031500202734001QW0F;13/04/2023;19;0,132;;;R
ES0031500202734001QW0F;13/04/2023;20;0,131;;;R
ES0031500202734001QW0F;13/04/2023;21;0,129;;;R
ES0031500202734001QW0F;13/04/2023;22;0,119;;;R
ES0031500202734001QW0F;13/04/2023;23;0,129;;;R
ES0031500202734001QW0F;13/04/2023;24;0,128;;;R
ES0031500202734001QW0F;14/04/2023;1;0,128;;;R
ES0031500202734001QW0F;14/04/2023;2;0,118;;;R
ES0031500202734001QW0F;14/04/2023;3;0,128;;;R
ES0031500202734001QW0F;14/04/2023;4;0,129;;;R
ES0031500202734001QW0F;14/04/2023;5;0,128;;;R
ES0031500202734001QW0F;14/04/2023;6;0,117;;;R
ES0031500202734001QW0F;14/04/2023;7;0,128;;;R
ES0031500202734001QW0F;14/04/2023;8;0,128;;;R
ES0031500202734001QW0F;14/04/2023;9;0,131;;;R
ES0031500202734001QW0F;14/04/2023;10;0,122;;;R
ES0031500202734001QW0F;14/04/2023;11;0,131;;;R
ES0031500202734001QW0F;14/04/2023;12;0,131;;;R
ES0031500202734001QW0F;14/04/2023;13;0,127;;;R
ES0031500202734001QW0F;14/04/2023;14;0,112;;;R
ES0031500202734001QW0F;14/04/2023;15;0,119;;;R
ES0031500202734001QW0F;14/04/2023;16;0,126;;;R
ES0031500202734001QW0F;14/04/2023;17;0,12;;;R
ES0031500202734001QW0F;14/04/2023;18;0,108;;;R
ES0031500202734001QW0F;14/04/2023;19;0,127;;;R
ES0031500202734001QW0F;14/04/2023;20;0,128;;;R
ES0031500202734001QW0F;14/04/2023;21;0,126;;;R
ES0031500202734001QW0F;14/04/2023;22;0,12;;;R
ES0031500202734001QW0F;14/04/2023;23;0,128;;;R
ES0031500202734001QW0F;14/04/2023;24;0,128;;;R
ES0031500202734001QW0F;15/04/2023;1;0,131;;;R
ES0031500202734001QW0F;15/04/2023;2;0,122;;;R
ES0031500202734001QW0F;15/04/2023;3;0,133;;;R
ES0031500202734001QW0F;15/04/2023;4;0,131;;;R
ES0031500202734001QW0F;15/04/2023;5;0,13;;;R
ES0031500202734001QW0F;15/04/2023;6;0,118;;;R
ES0031500202734001QW0F;15/04/2023;7;0,127;;;R
ES0031500202734001QW0F;15/04/2023;8;0,128;;;R
ES0031500202734001QW0F;15/04/2023;9;0,127;;;R
